id,label,original_file_path,split,file_path
57.jpg,0,res/images/57.jpg,train,res/dataset/train/real/57.jpg
58.jpg,1,res/images/58.jpg,train,res/dataset/train/fake/58.jpg
59.jpg,0,res/images/59.jpg,train,res/dataset/train/real/59.jpg
60.jpg,0,res/images/60.jpg,train,res/dataset/train/real/60.jpg
61.jpg,1,res/images/61.jpg,train,res/dataset/train/fake/61.jpg
62.jpg,1,res/images/62.jpg,test,res/dataset/test/fake/62.jpg
63.jpg,0,res/images/63.jpg,train,res/dataset/train/real/63.jpg
64.jpg,1,res/images/64.jpg,train,res/dataset/train/fake/64.jpg
65.jpg,1,res/images/65.jpg,test,res/dataset/test/fake/65.jpg
66.jpg,0,res/images/66.jpg,train,res/dataset/train/real/66.jpg
67.jpg,0,res/images/67.jpg,valid,res/dataset/valid/real/67.jpg
68.jpg,0,res/images/68.jpg,valid,res/dataset/valid/real/68.jpg
69.jpg,1,res/images/69.jpg,train,res/dataset/train/fake/69.jpg
70.jpg,0,res/images/70.jpg,train,res/dataset/train/real/70.jpg
71.jpg,0,res/images/71.jpg,train,res/dataset/train/real/71.jpg
72.jpg,1,res/images/72.jpg,valid,res/dataset/valid/fake/72.jpg
73.jpg,1,res/images/73.jpg,train,res/dataset/train/fake/73.jpg
74.jpg,1,res/images/74.jpg,train,res/dataset/train/fake/74.jpg
75.jpg,1,res/images/75.jpg,train,res/dataset/train/fake/75.jpg
76.jpg,0,res/images/76.jpg,train,res/dataset/train/real/76.jpg
77.jpg,0,res/images/77.jpg,train,res/dataset/train/real/77.jpg
78.jpg,1,res/images/78.jpg,train,res/dataset/train/fake/78.jpg
79.jpg,0,res/images/79.jpg,train,res/dataset/train/real/79.jpg
80.jpg,0,res/images/80.jpg,train,res/dataset/train/real/80.jpg
81.jpg,0,res/images/81.jpg,train,res/dataset/train/real/81.jpg
82.jpg,0,res/images/82.jpg,train,res/dataset/train/real/82.jpg
83.jpg,1,res/images/83.jpg,train,res/dataset/train/fake/83.jpg
84.jpg,1,res/images/84.jpg,train,res/dataset/train/fake/84.jpg
85.jpg,1,res/images/85.jpg,train,res/dataset/train/fake/85.jpg
86.jpg,0,res/images/86.jpg,train,res/dataset/train/real/86.jpg
87.jpg,0,res/images/87.jpg,train,res/dataset/train/real/87.jpg
88.jpg,0,res/images/88.jpg,valid,res/dataset/valid/real/88.jpg
89.jpg,1,res/images/89.jpg,valid,res/dataset/valid/fake/89.jpg
90.jpg,0,res/images/90.jpg,test,res/dataset/test/real/90.jpg
91.jpg,1,res/images/91.jpg,test,res/dataset/test/fake/91.jpg
92.jpg,0,res/images/92.jpg,train,res/dataset/train/real/92.jpg
93.jpg,0,res/images/93.jpg,train,res/dataset/train/real/93.jpg
94.jpg,0,res/images/94.jpg,test,res/dataset/test/real/94.jpg
95.jpg,0,res/images/95.jpg,train,res/dataset/train/real/95.jpg
96.jpg,0,res/images/96.jpg,train,res/dataset/train/real/96.jpg
97.jpg,1,res/images/97.jpg,train,res/dataset/train/fake/97.jpg
98.jpg,0,res/images/98.jpg,train,res/dataset/train/real/98.jpg
99.jpg,0,res/images/99.jpg,train,res/dataset/train/real/99.jpg
100.jpg,0,res/images/100.jpg,train,res/dataset/train/real/100.jpg
101.jpg,1,res/images/101.jpg,train,res/dataset/train/fake/101.jpg
102.jpg,0,res/images/102.jpg,test,res/dataset/test/real/102.jpg
103.jpg,1,res/images/103.jpg,test,res/dataset/test/fake/103.jpg
104.jpg,1,res/images/104.jpg,train,res/dataset/train/fake/104.jpg
105.jpg,1,res/images/105.jpg,train,res/dataset/train/fake/105.jpg
106.jpg,0,res/images/106.jpg,train,res/dataset/train/real/106.jpg
107.jpg,1,res/images/107.jpg,train,res/dataset/train/fake/107.jpg
108.jpg,0,res/images/108.jpg,train,res/dataset/train/real/108.jpg
109.jpg,1,res/images/109.jpg,train,res/dataset/train/fake/109.jpg
110.jpg,1,res/images/110.jpg,train,res/dataset/train/fake/110.jpg
111.jpg,1,res/images/111.jpg,train,res/dataset/train/fake/111.jpg
112.jpg,1,res/images/112.jpg,train,res/dataset/train/fake/112.jpg
113.jpg,0,res/images/113.jpg,train,res/dataset/train/real/113.jpg
114.jpg,1,res/images/114.jpg,train,res/dataset/train/fake/114.jpg
115.jpg,1,res/images/115.jpg,train,res/dataset/train/fake/115.jpg
116.jpg,0,res/images/116.jpg,train,res/dataset/train/real/116.jpg
117.jpg,1,res/images/117.jpg,train,res/dataset/train/fake/117.jpg
118.jpg,0,res/images/118.jpg,train,res/dataset/train/real/118.jpg
119.jpg,1,res/images/119.jpg,train,res/dataset/train/fake/119.jpg
120.jpg,0,res/images/120.jpg,train,res/dataset/train/real/120.jpg
121.jpg,1,res/images/121.jpg,train,res/dataset/train/fake/121.jpg
122.jpg,0,res/images/122.jpg,train,res/dataset/train/real/122.jpg
123.jpg,1,res/images/123.jpg,train,res/dataset/train/fake/123.jpg
124.jpg,0,res/images/124.jpg,train,res/dataset/train/real/124.jpg
125.jpg,1,res/images/125.jpg,test,res/dataset/test/fake/125.jpg
126.jpg,0,res/images/126.jpg,train,res/dataset/train/real/126.jpg
127.jpg,0,res/images/127.jpg,train,res/dataset/train/real/127.jpg
128.jpg,0,res/images/128.jpg,train,res/dataset/train/real/128.jpg
129.jpg,1,res/images/129.jpg,train,res/dataset/train/fake/129.jpg
130.jpg,0,res/images/130.jpg,train,res/dataset/train/real/130.jpg
131.jpg,0,res/images/131.jpg,train,res/dataset/train/real/131.jpg
132.jpg,0,res/images/132.jpg,train,res/dataset/train/real/132.jpg
133.jpg,0,res/images/133.jpg,valid,res/dataset/valid/real/133.jpg
134.jpg,1,res/images/134.jpg,train,res/dataset/train/fake/134.jpg
135.jpg,1,res/images/135.jpg,train,res/dataset/train/fake/135.jpg
136.jpg,1,res/images/136.jpg,train,res/dataset/train/fake/136.jpg
137.jpg,1,res/images/137.jpg,train,res/dataset/train/fake/137.jpg
138.jpg,0,res/images/138.jpg,train,res/dataset/train/real/138.jpg
139.jpg,0,res/images/139.jpg,test,res/dataset/test/real/139.jpg
140.jpg,1,res/images/140.jpg,train,res/dataset/train/fake/140.jpg
141.jpg,0,res/images/141.jpg,train,res/dataset/train/real/141.jpg
142.jpg,0,res/images/142.jpg,test,res/dataset/test/real/142.jpg
143.jpg,0,res/images/143.jpg,train,res/dataset/train/real/143.jpg
144.jpg,0,res/images/144.jpg,test,res/dataset/test/real/144.jpg
145.jpg,0,res/images/145.jpg,train,res/dataset/train/real/145.jpg
146.jpg,0,res/images/146.jpg,train,res/dataset/train/real/146.jpg
147.jpg,0,res/images/147.jpg,train,res/dataset/train/real/147.jpg
148.jpg,1,res/images/148.jpg,train,res/dataset/train/fake/148.jpg
149.jpg,0,res/images/149.jpg,train,res/dataset/train/real/149.jpg
150.jpg,0,res/images/150.jpg,train,res/dataset/train/real/150.jpg
151.jpg,0,res/images/151.jpg,train,res/dataset/train/real/151.jpg
152.jpg,0,res/images/152.jpg,train,res/dataset/train/real/152.jpg
153.jpg,1,res/images/153.jpg,train,res/dataset/train/fake/153.jpg
154.jpg,1,res/images/154.jpg,train,res/dataset/train/fake/154.jpg
155.jpg,1,res/images/155.jpg,train,res/dataset/train/fake/155.jpg
156.jpg,0,res/images/156.jpg,valid,res/dataset/valid/real/156.jpg
157.jpg,1,res/images/157.jpg,train,res/dataset/train/fake/157.jpg
158.jpg,1,res/images/158.jpg,train,res/dataset/train/fake/158.jpg
159.jpg,1,res/images/159.jpg,train,res/dataset/train/fake/159.jpg
160.jpg,1,res/images/160.jpg,train,res/dataset/train/fake/160.jpg
161.jpg,1,res/images/161.jpg,valid,res/dataset/valid/fake/161.jpg
162.jpg,0,res/images/162.jpg,train,res/dataset/train/real/162.jpg
163.jpg,1,res/images/163.jpg,train,res/dataset/train/fake/163.jpg
164.jpg,1,res/images/164.jpg,train,res/dataset/train/fake/164.jpg
165.jpg,1,res/images/165.jpg,train,res/dataset/train/fake/165.jpg
166.jpg,0,res/images/166.jpg,train,res/dataset/train/real/166.jpg
167.jpg,0,res/images/167.jpg,valid,res/dataset/valid/real/167.jpg
168.jpg,1,res/images/168.jpg,train,res/dataset/train/fake/168.jpg
169.jpg,1,res/images/169.jpg,test,res/dataset/test/fake/169.jpg
170.jpg,1,res/images/170.jpg,test,res/dataset/test/fake/170.jpg
171.jpg,1,res/images/171.jpg,test,res/dataset/test/fake/171.jpg
172.jpg,0,res/images/172.jpg,test,res/dataset/test/real/172.jpg
173.jpg,0,res/images/173.jpg,train,res/dataset/train/real/173.jpg
174.jpg,1,res/images/174.jpg,train,res/dataset/train/fake/174.jpg
175.jpg,0,res/images/175.jpg,train,res/dataset/train/real/175.jpg
176.jpg,1,res/images/176.jpg,train,res/dataset/train/fake/176.jpg
177.jpg,0,res/images/177.jpg,train,res/dataset/train/real/177.jpg
178.jpg,0,res/images/178.jpg,valid,res/dataset/valid/real/178.jpg
179.jpg,1,res/images/179.jpg,train,res/dataset/train/fake/179.jpg
180.jpg,0,res/images/180.jpg,train,res/dataset/train/real/180.jpg
181.jpg,0,res/images/181.jpg,valid,res/dataset/valid/real/181.jpg
182.jpg,1,res/images/182.jpg,train,res/dataset/train/fake/182.jpg
183.jpg,0,res/images/183.jpg,train,res/dataset/train/real/183.jpg
184.jpg,1,res/images/184.jpg,test,res/dataset/test/fake/184.jpg
185.jpg,0,res/images/185.jpg,train,res/dataset/train/real/185.jpg
186.jpg,0,res/images/186.jpg,train,res/dataset/train/real/186.jpg
187.jpg,1,res/images/187.jpg,train,res/dataset/train/fake/187.jpg
188.jpg,1,res/images/188.jpg,train,res/dataset/train/fake/188.jpg
189.jpg,1,res/images/189.jpg,train,res/dataset/train/fake/189.jpg
190.jpg,1,res/images/190.jpg,test,res/dataset/test/fake/190.jpg
191.jpg,1,res/images/191.jpg,train,res/dataset/train/fake/191.jpg
192.jpg,1,res/images/192.jpg,test,res/dataset/test/fake/192.jpg
193.jpg,1,res/images/193.jpg,valid,res/dataset/valid/fake/193.jpg
194.jpg,0,res/images/194.jpg,valid,res/dataset/valid/real/194.jpg
195.jpg,0,res/images/195.jpg,train,res/dataset/train/real/195.jpg
196.jpg,1,res/images/196.jpg,train,res/dataset/train/fake/196.jpg
197.jpg,1,res/images/197.jpg,train,res/dataset/train/fake/197.jpg
198.jpg,1,res/images/198.jpg,train,res/dataset/train/fake/198.jpg
199.jpg,0,res/images/199.jpg,train,res/dataset/train/real/199.jpg
200.jpg,1,res/images/200.jpg,train,res/dataset/train/fake/200.jpg
201.jpg,1,res/images/201.jpg,train,res/dataset/train/fake/201.jpg
202.jpg,0,res/images/202.jpg,train,res/dataset/train/real/202.jpg
203.jpg,0,res/images/203.jpg,train,res/dataset/train/real/203.jpg
204.jpg,1,res/images/204.jpg,train,res/dataset/train/fake/204.jpg
205.jpg,1,res/images/205.jpg,train,res/dataset/train/fake/205.jpg
206.jpg,1,res/images/206.jpg,train,res/dataset/train/fake/206.jpg
207.jpg,0,res/images/207.jpg,train,res/dataset/train/real/207.jpg
208.jpg,1,res/images/208.jpg,train,res/dataset/train/fake/208.jpg
209.jpg,0,res/images/209.jpg,train,res/dataset/train/real/209.jpg
210.jpg,0,res/images/210.jpg,train,res/dataset/train/real/210.jpg
211.jpg,0,res/images/211.jpg,train,res/dataset/train/real/211.jpg
212.jpg,0,res/images/212.jpg,train,res/dataset/train/real/212.jpg
213.jpg,0,res/images/213.jpg,train,res/dataset/train/real/213.jpg
214.jpg,1,res/images/214.jpg,train,res/dataset/train/fake/214.jpg
215.jpg,1,res/images/215.jpg,train,res/dataset/train/fake/215.jpg
216.jpg,1,res/images/216.jpg,test,res/dataset/test/fake/216.jpg
217.jpg,1,res/images/217.jpg,train,res/dataset/train/fake/217.jpg
218.jpg,1,res/images/218.jpg,train,res/dataset/train/fake/218.jpg
219.jpg,0,res/images/219.jpg,valid,res/dataset/valid/real/219.jpg
220.jpg,0,res/images/220.jpg,valid,res/dataset/valid/real/220.jpg
221.jpg,0,res/images/221.jpg,test,res/dataset/test/real/221.jpg
222.jpg,0,res/images/222.jpg,train,res/dataset/train/real/222.jpg
223.jpg,0,res/images/223.jpg,train,res/dataset/train/real/223.jpg
224.jpg,0,res/images/224.jpg,train,res/dataset/train/real/224.jpg
225.jpg,1,res/images/225.jpg,train,res/dataset/train/fake/225.jpg
226.jpg,1,res/images/226.jpg,valid,res/dataset/valid/fake/226.jpg
227.jpg,1,res/images/227.jpg,train,res/dataset/train/fake/227.jpg
228.jpg,0,res/images/228.jpg,train,res/dataset/train/real/228.jpg
229.jpg,0,res/images/229.jpg,train,res/dataset/train/real/229.jpg
230.jpg,1,res/images/230.jpg,test,res/dataset/test/fake/230.jpg
231.jpg,1,res/images/231.jpg,train,res/dataset/train/fake/231.jpg
232.jpg,0,res/images/232.jpg,test,res/dataset/test/real/232.jpg
233.jpg,1,res/images/233.jpg,train,res/dataset/train/fake/233.jpg
234.jpg,0,res/images/234.jpg,train,res/dataset/train/real/234.jpg
235.jpg,0,res/images/235.jpg,test,res/dataset/test/real/235.jpg
236.jpg,1,res/images/236.jpg,train,res/dataset/train/fake/236.jpg
237.jpg,1,res/images/237.jpg,train,res/dataset/train/fake/237.jpg
238.jpg,1,res/images/238.jpg,train,res/dataset/train/fake/238.jpg
239.jpg,0,res/images/239.jpg,train,res/dataset/train/real/239.jpg
240.jpg,1,res/images/240.jpg,train,res/dataset/train/fake/240.jpg
241.jpg,1,res/images/241.jpg,test,res/dataset/test/fake/241.jpg
242.jpg,1,res/images/242.jpg,train,res/dataset/train/fake/242.jpg
243.jpg,1,res/images/243.jpg,train,res/dataset/train/fake/243.jpg
244.jpg,0,res/images/244.jpg,train,res/dataset/train/real/244.jpg
245.jpg,1,res/images/245.jpg,valid,res/dataset/valid/fake/245.jpg
246.jpg,1,res/images/246.jpg,train,res/dataset/train/fake/246.jpg
247.jpg,1,res/images/247.jpg,train,res/dataset/train/fake/247.jpg
248.jpg,0,res/images/248.jpg,train,res/dataset/train/real/248.jpg
249.jpg,1,res/images/249.jpg,train,res/dataset/train/fake/249.jpg
250.jpg,0,res/images/250.jpg,train,res/dataset/train/real/250.jpg
251.jpg,1,res/images/251.jpg,train,res/dataset/train/fake/251.jpg
252.jpg,1,res/images/252.jpg,train,res/dataset/train/fake/252.jpg
253.jpg,1,res/images/253.jpg,train,res/dataset/train/fake/253.jpg
254.jpg,1,res/images/254.jpg,train,res/dataset/train/fake/254.jpg
255.jpg,1,res/images/255.jpg,train,res/dataset/train/fake/255.jpg
256.jpg,0,res/images/256.jpg,train,res/dataset/train/real/256.jpg
257.jpg,0,res/images/257.jpg,train,res/dataset/train/real/257.jpg
258.jpg,0,res/images/258.jpg,train,res/dataset/train/real/258.jpg
259.jpg,1,res/images/259.jpg,valid,res/dataset/valid/fake/259.jpg
260.jpg,1,res/images/260.jpg,train,res/dataset/train/fake/260.jpg
261.jpg,0,res/images/261.jpg,train,res/dataset/train/real/261.jpg
262.jpg,0,res/images/262.jpg,test,res/dataset/test/real/262.jpg
263.jpg,0,res/images/263.jpg,train,res/dataset/train/real/263.jpg
264.jpg,0,res/images/264.jpg,train,res/dataset/train/real/264.jpg
265.jpg,0,res/images/265.jpg,train,res/dataset/train/real/265.jpg
266.jpg,0,res/images/266.jpg,train,res/dataset/train/real/266.jpg
267.jpg,0,res/images/267.jpg,train,res/dataset/train/real/267.jpg
268.jpg,1,res/images/268.jpg,train,res/dataset/train/fake/268.jpg
269.jpg,1,res/images/269.jpg,train,res/dataset/train/fake/269.jpg
270.jpg,0,res/images/270.jpg,train,res/dataset/train/real/270.jpg
271.jpg,0,res/images/271.jpg,train,res/dataset/train/real/271.jpg
272.jpg,1,res/images/272.jpg,train,res/dataset/train/fake/272.jpg
273.jpg,0,res/images/273.jpg,train,res/dataset/train/real/273.jpg
274.jpg,0,res/images/274.jpg,train,res/dataset/train/real/274.jpg
275.jpg,1,res/images/275.jpg,train,res/dataset/train/fake/275.jpg
276.jpg,1,res/images/276.jpg,train,res/dataset/train/fake/276.jpg
277.jpg,0,res/images/277.jpg,train,res/dataset/train/real/277.jpg
278.jpg,1,res/images/278.jpg,valid,res/dataset/valid/fake/278.jpg
279.jpg,0,res/images/279.jpg,train,res/dataset/train/real/279.jpg
280.jpg,0,res/images/280.jpg,test,res/dataset/test/real/280.jpg
281.jpg,0,res/images/281.jpg,train,res/dataset/train/real/281.jpg
282.jpg,0,res/images/282.jpg,train,res/dataset/train/real/282.jpg
283.jpg,1,res/images/283.jpg,train,res/dataset/train/fake/283.jpg
284.jpg,0,res/images/284.jpg,test,res/dataset/test/real/284.jpg
285.jpg,1,res/images/285.jpg,train,res/dataset/train/fake/285.jpg
286.jpg,1,res/images/286.jpg,train,res/dataset/train/fake/286.jpg
287.jpg,1,res/images/287.jpg,train,res/dataset/train/fake/287.jpg
288.jpg,1,res/images/288.jpg,train,res/dataset/train/fake/288.jpg
289.jpg,0,res/images/289.jpg,train,res/dataset/train/real/289.jpg
290.jpg,0,res/images/290.jpg,train,res/dataset/train/real/290.jpg
291.jpg,1,res/images/291.jpg,train,res/dataset/train/fake/291.jpg
292.jpg,0,res/images/292.jpg,valid,res/dataset/valid/real/292.jpg
293.jpg,1,res/images/293.jpg,train,res/dataset/train/fake/293.jpg
294.jpg,1,res/images/294.jpg,train,res/dataset/train/fake/294.jpg
295.jpg,1,res/images/295.jpg,valid,res/dataset/valid/fake/295.jpg
296.jpg,0,res/images/296.jpg,train,res/dataset/train/real/296.jpg
297.jpg,0,res/images/297.jpg,train,res/dataset/train/real/297.jpg
298.jpg,1,res/images/298.jpg,valid,res/dataset/valid/fake/298.jpg
299.jpg,1,res/images/299.jpg,test,res/dataset/test/fake/299.jpg
300.jpg,0,res/images/300.jpg,train,res/dataset/train/real/300.jpg
301.jpg,1,res/images/301.jpg,train,res/dataset/train/fake/301.jpg
302.jpg,1,res/images/302.jpg,train,res/dataset/train/fake/302.jpg
303.jpg,0,res/images/303.jpg,train,res/dataset/train/real/303.jpg
304.jpg,1,res/images/304.jpg,test,res/dataset/test/fake/304.jpg
305.jpg,0,res/images/305.jpg,test,res/dataset/test/real/305.jpg
306.jpg,1,res/images/306.jpg,train,res/dataset/train/fake/306.jpg
307.jpg,1,res/images/307.jpg,train,res/dataset/train/fake/307.jpg
308.jpg,1,res/images/308.jpg,train,res/dataset/train/fake/308.jpg
309.jpg,0,res/images/309.jpg,train,res/dataset/train/real/309.jpg
310.jpg,0,res/images/310.jpg,valid,res/dataset/valid/real/310.jpg
311.jpg,1,res/images/311.jpg,train,res/dataset/train/fake/311.jpg
312.jpg,0,res/images/312.jpg,train,res/dataset/train/real/312.jpg
313.jpg,1,res/images/313.jpg,train,res/dataset/train/fake/313.jpg
314.jpg,0,res/images/314.jpg,train,res/dataset/train/real/314.jpg
315.jpg,1,res/images/315.jpg,train,res/dataset/train/fake/315.jpg
316.jpg,0,res/images/316.jpg,train,res/dataset/train/real/316.jpg
317.jpg,0,res/images/317.jpg,valid,res/dataset/valid/real/317.jpg
318.jpg,0,res/images/318.jpg,train,res/dataset/train/real/318.jpg
319.jpg,1,res/images/319.jpg,train,res/dataset/train/fake/319.jpg
320.jpg,0,res/images/320.jpg,train,res/dataset/train/real/320.jpg
321.jpg,0,res/images/321.jpg,train,res/dataset/train/real/321.jpg
322.jpg,0,res/images/322.jpg,train,res/dataset/train/real/322.jpg
323.jpg,0,res/images/323.jpg,valid,res/dataset/valid/real/323.jpg
324.jpg,1,res/images/324.jpg,train,res/dataset/train/fake/324.jpg
325.jpg,1,res/images/325.jpg,train,res/dataset/train/fake/325.jpg
326.jpg,1,res/images/326.jpg,train,res/dataset/train/fake/326.jpg
327.jpg,0,res/images/327.jpg,valid,res/dataset/valid/real/327.jpg
328.jpg,1,res/images/328.jpg,train,res/dataset/train/fake/328.jpg
329.jpg,0,res/images/329.jpg,train,res/dataset/train/real/329.jpg
330.jpg,1,res/images/330.jpg,valid,res/dataset/valid/fake/330.jpg
331.jpg,1,res/images/331.jpg,train,res/dataset/train/fake/331.jpg
332.jpg,1,res/images/332.jpg,train,res/dataset/train/fake/332.jpg
333.jpg,0,res/images/333.jpg,train,res/dataset/train/real/333.jpg
334.jpg,1,res/images/334.jpg,train,res/dataset/train/fake/334.jpg
335.jpg,1,res/images/335.jpg,train,res/dataset/train/fake/335.jpg
336.jpg,1,res/images/336.jpg,test,res/dataset/test/fake/336.jpg
337.jpg,1,res/images/337.jpg,train,res/dataset/train/fake/337.jpg
338.jpg,0,res/images/338.jpg,train,res/dataset/train/real/338.jpg
339.jpg,0,res/images/339.jpg,train,res/dataset/train/real/339.jpg
340.jpg,1,res/images/340.jpg,test,res/dataset/test/fake/340.jpg
341.jpg,1,res/images/341.jpg,train,res/dataset/train/fake/341.jpg
342.jpg,1,res/images/342.jpg,train,res/dataset/train/fake/342.jpg
343.jpg,1,res/images/343.jpg,train,res/dataset/train/fake/343.jpg
344.jpg,0,res/images/344.jpg,train,res/dataset/train/real/344.jpg
345.jpg,1,res/images/345.jpg,valid,res/dataset/valid/fake/345.jpg
346.jpg,0,res/images/346.jpg,train,res/dataset/train/real/346.jpg
347.jpg,1,res/images/347.jpg,train,res/dataset/train/fake/347.jpg
348.jpg,1,res/images/348.jpg,test,res/dataset/test/fake/348.jpg
349.jpg,0,res/images/349.jpg,train,res/dataset/train/real/349.jpg
350.jpg,1,res/images/350.jpg,train,res/dataset/train/fake/350.jpg
351.jpg,1,res/images/351.jpg,test,res/dataset/test/fake/351.jpg
352.jpg,1,res/images/352.jpg,test,res/dataset/test/fake/352.jpg
353.jpg,1,res/images/353.jpg,train,res/dataset/train/fake/353.jpg
354.jpg,1,res/images/354.jpg,train,res/dataset/train/fake/354.jpg
355.jpg,0,res/images/355.jpg,valid,res/dataset/valid/real/355.jpg
356.jpg,0,res/images/356.jpg,test,res/dataset/test/real/356.jpg
357.jpg,0,res/images/357.jpg,train,res/dataset/train/real/357.jpg
358.jpg,0,res/images/358.jpg,valid,res/dataset/valid/real/358.jpg
359.jpg,0,res/images/359.jpg,train,res/dataset/train/real/359.jpg
360.jpg,1,res/images/360.jpg,train,res/dataset/train/fake/360.jpg
361.jpg,1,res/images/361.jpg,train,res/dataset/train/fake/361.jpg
362.jpg,1,res/images/362.jpg,train,res/dataset/train/fake/362.jpg
363.jpg,1,res/images/363.jpg,train,res/dataset/train/fake/363.jpg
364.jpg,0,res/images/364.jpg,train,res/dataset/train/real/364.jpg
365.jpg,1,res/images/365.jpg,train,res/dataset/train/fake/365.jpg
366.jpg,0,res/images/366.jpg,train,res/dataset/train/real/366.jpg
367.jpg,0,res/images/367.jpg,test,res/dataset/test/real/367.jpg
368.jpg,1,res/images/368.jpg,train,res/dataset/train/fake/368.jpg
369.jpg,0,res/images/369.jpg,train,res/dataset/train/real/369.jpg
370.jpg,0,res/images/370.jpg,valid,res/dataset/valid/real/370.jpg
371.jpg,1,res/images/371.jpg,valid,res/dataset/valid/fake/371.jpg
372.jpg,1,res/images/372.jpg,train,res/dataset/train/fake/372.jpg
373.jpg,0,res/images/373.jpg,valid,res/dataset/valid/real/373.jpg
374.jpg,1,res/images/374.jpg,train,res/dataset/train/fake/374.jpg
375.jpg,1,res/images/375.jpg,train,res/dataset/train/fake/375.jpg
376.jpg,0,res/images/376.jpg,train,res/dataset/train/real/376.jpg
377.jpg,0,res/images/377.jpg,train,res/dataset/train/real/377.jpg
378.jpg,1,res/images/378.jpg,train,res/dataset/train/fake/378.jpg
379.jpg,0,res/images/379.jpg,test,res/dataset/test/real/379.jpg
